Comuna,Propiedad,Precio,Direccion,Tamaño en m2,Dormitorios,Baños,ID
San Pedro de la Paz,Casa,116718960,"Daniel De La Vega 606, Coronel, San Pedro De La Paz, Chile, Portal San Pedro, San Pedro De La Paz, Biobío",100,3,2,655
San Pedro de la Paz,Casa,221618279,"Avenida 2 Sur, San Pedro De La Paz, Chile, Portal San Pedro, San Pedro De La Paz, Biobío",276,4,4,656
San Pedro de la Paz,Casa,620531184,"Avenida William Condom, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",580,5,4,657
San Pedro de la Paz,Casa,248000000,"Parlamento De Negrete 39, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",203,3,2,658
San Pedro de la Paz,Casa,498641129,"Licanten 1169, 4132042 Concepción, San Pedro De La Paz, Bío Bío, Chile, Andalué, San Pedro De La Paz, Biobío",271,5,5,659
San Pedro de la Paz,Casa,568820252,"San Pedro De La Paz, Biobío",634,5,4,660
San Pedro de la Paz,Casa,313959230,"Avenida Laguna Grande, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",330,5,4,661
San Pedro de la Paz,Casa,145898701,"Portal De San Pedro, Portal San Pedro, San Pedro De La Paz, Biobío",120,4,2,662
San Pedro de la Paz,Casa,350895610,"San Pedro De La Paz, Biobío",250,3,3,663
San Pedro de la Paz,Casa,158826434,"Los Crisantemos, San Pedro De La Paz, Chile, Huertos Familiares, San Pedro De La Paz, Biobío",130,3,2,664
San Pedro de la Paz,Casa,145898701,"Avenida Los Batros 2400, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",135,4,2,665
San Pedro de la Paz,Casa,110439776,"Calle Itata 8740, San Pedro De La Paz, Chile, Portal San Pedro, San Pedro De La Paz, Biobío",150,3,2,666
San Pedro de la Paz,Casa,147745520,"Enrique Soro 1535, San Pedro De La Paz, Chile, Huertos Familiares, San Pedro De La Paz, Biobío",300,4,2,667
San Pedro de la Paz,Casa,815555270,"Andalué, San Pedro De La Paz, Biobío",439,4,3,668
San Pedro de la Paz,Casa,1145027780,"Avenida John Macnab, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",1331,6,5,669
San Pedro de la Paz,Casa,460966022,"Huertos Familiares, San Pedro De La Paz, Biobío",450,4,3,670
San Pedro de la Paz,Casa,222726371,"Calle Exequiel Plaza 900 - 1200, San Pedro De La Paz, Bío Bío, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",120,3,2,671
San Pedro de la Paz,Casa,182835081,"Valle Grande 2420, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",160,3,2,672
San Pedro de la Paz,Casa,59000000,"Casa En Venta Sector Conavicoop San Pedro De La Paz, Portal San Pedro, San Pedro De La Paz, Biobío",60,2,1,673
San Pedro de la Paz,Casa,150000000,"Casa En Venta, Villa Spring Hill, San Pedro De La Paz, Huertos Familiares, San Pedro De La Paz, Biobío",300,4,1,674
San Pedro de la Paz,Casa,498641129,"Calican Sn, Andalué, San Pedro De La Paz, Biobío",380,4,4,675
San Pedro de la Paz,Casa,590871270,"Las Violetas 1800 - 2100, San Pedro De La Paz, Rm, Chile, Huertos Familiares, San Pedro De La Paz, Biobío",741,3,3,676
San Pedro de la Paz,Casa,137772697,"Avenida Vicente Huidobro 6950, San Pedro De La Paz, Chile, Portal San Pedro, San Pedro De La Paz, Biobío",162,3,2,677
San Pedro de la Paz,Casa,218000000,"Los Copihues 1 - 300, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",227,3,2,678
San Pedro de la Paz,Casa,238239650,"Toledo 55, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",259,4,3,679
San Pedro de la Paz,Casa,1015750449,"Andalué, San Pedro De La Paz, Biobío",488,4,5,680
San Pedro de la Paz,Casa,350895610,"Catirai 135, San Pedro De La Paz, Chile, San Pedro De La Paz, Biobío",250,3,3,681
San Pedro de la Paz,Casa,461704749,"Andalué, San Pedro De La Paz, Biobío",257,3,3,682
San Pedro de la Paz,Casa,532807281,"San Pedro De La Paz, Biobío",484,6,4,683
San Pedro de la Paz,Casa,340000000,"Avenida Pedro Aguirre Cerda 300 - 600, San Pedro De La Paz, Chile, San Pedro De La Paz, Biobío",251,3,3,684
San Pedro de la Paz,Casa,189114265,"Llacolén, San Pedro De La Paz, Chile, San Pedro De La Paz, Biobío",242,4,2,685
San Pedro de la Paz,Casa,115389251,"Daniel De La Vega 600 - 900, San Pedro De La Paz, Chile, Portal San Pedro, San Pedro De La Paz, Biobío",100,3,2,686
San Pedro de la Paz,Casa,535208146,"Avenida Andalue, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",267,3,3,687
San Pedro de la Paz,Casa,513415681,"Calican, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",390,4,4,688
San Pedro de la Paz,Casa,532807281,"Pedro Bonal, San Pedro De La Paz, Chile, San Pedro De La Paz, Biobío",484,6,4,689
San Pedro de la Paz,Casa,90000000,"Michaihue, San Pedro De La Paz, Biobío",74,3,2,690
San Pedro de la Paz,Casa,200000000,"San Pedro De La Paz, Biobío",250,4,2,691
San Pedro de la Paz,Casa,328733782,"Camino A Club Militar, San Pedro De La Paz, Chile, San Pedro De La Paz, Biobío",198,3,3,692
San Pedro de la Paz,Casa,277022850,"Avenida Los Cisnes 784, Concepción, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",206,4,4,693
San Pedro de la Paz,Casa,230000000,"Av. Pedro Aguirre Cerda 1800 - 2100, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",250,4,2,694
San Pedro de la Paz,Casa,131124148,"Avenida Costanera, Portal San Pedro, San Pedro De La Paz, Biobío",160,3,2,695
San Pedro de la Paz,Casa,180988262,"Los Naranjos 7, San Pedro De La Paz, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",90,4,2,696
San Pedro de la Paz,Casa,170000000,"Av. Pedro Aguirre Cerda, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",220,3,2,697
San Pedro de la Paz,Casa,590982080,"San Pedro De La Paz, Chile, Huertos Familiares, San Pedro De La Paz, Biobío",408,5,5,698
San Pedro de la Paz,Casa,200000000,"San Pedro De La Paz, Huertos Familiares, San Pedro De La Paz, Biobío",242,3,2,699
San Pedro de la Paz,Casa,230000000,"Avenida Michimalonco, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",140,3,2,700
San Pedro de la Paz,Casa,960345879,"Henry Cahill 3076, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",488,4,4,701
San Pedro de la Paz,Casa,1089623210,"Camino El Venado Alto, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",750,5,5,702
San Pedro de la Paz,Casa,402606542,"Andalué, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",250,4,3,703
San Pedro de la Paz,Casa,144051882,"Lomas Coloradas, San Pedro De La Paz, Chile, Portal San Pedro, San Pedro De La Paz, Biobío",162,3,3,704
San Pedro de la Paz,Casa,277022850,"Las Violetas 1619, San Pedro De La Paz, Chile, Huertos Familiares, San Pedro De La Paz, Biobío",159,4,3,705
San Pedro de la Paz,Casa,284410126,"Los Canelos, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",230,4,3,706
San Pedro de la Paz,Casa,277022850,"Avenida San Pedro Del Valle 2315, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",205,4,3,707
San Pedro de la Paz,Casa,590982080,"Andalué, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",408,6,5,708
San Pedro de la Paz,Casa,469092025,"Avenida Andalue 2455, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",350,3,3,709
San Pedro de la Paz,Casa,554045700,"Futaleufú 1135, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",450,8,4,710
San Pedro de la Paz,Casa,105000000,"Los Cactus Sur 245, San Pedro De La Paz, Chile, Portal San Pedro, San Pedro De La Paz, Biobío",126,3,2,711
San Pedro de la Paz,Casa,276653486,"Los Canelos 128, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",266,4,2,712
San Pedro de la Paz,Casa,738727600,"Pasaje Idahue, San Pedro De La Paz, Chile, San Pedro De La Paz, Biobío",514,4,3,713
San Pedro de la Paz,Casa,256707840,"Avenida Las Margaritas 1584, San Pedro De La Paz, Chile, Huertos Familiares, San Pedro De La Paz, Biobío",199,5,3,714
San Pedro de la Paz,Casa,61942309,"Huenteman 7500 - 7800, San Pedro De La Paz, Chile, Portal San Pedro, San Pedro De La Paz, Biobío",96,2,1,715
San Pedro de la Paz,Casa,180988262,"Cajigal Y Solar 1800 - 2100, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",242,5,2,716
San Pedro de la Paz,Casa,306830508,"Valencia 58, Concepción, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",288,5,3,717
San Pedro de la Paz,Casa,387831990,"Villarrica 1560, San Pedro De La Paz, Bío Bío, Chile, Andalué, San Pedro De La Paz, Biobío",240,4,4,718
San Pedro de la Paz,Casa,39500000,"Miguel Brayer, San Pedro De La Paz, Chile, La Boca, San Pedro De La Paz, Biobío",70,3,1,719
San Pedro de la Paz,Casa,365300798,"Avenida Andalue 1699, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",170,4,4,720
San Pedro de la Paz,Casa,130000000,"Avenida Bosque Mar 200, San Pedro De La Paz, Chile, Portal San Pedro, San Pedro De La Paz, Biobío",104,3,3,721
San Pedro de la Paz,Casa,735033962,"Camino El Venado, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",438,4,4,722
San Pedro de la Paz,Casa,332427420,"Murcia 1800 - 2100, San Pedro De La Paz, Bío Bío, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",259,4,3,723
San Pedro de la Paz,Casa,159000000,"Victoria 157, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",128,3,2,724
San Pedro de la Paz,Casa,258554659,"Avenida Bayona 1 - 300, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",180,4,2,725
San Pedro de la Paz,Casa,64999998,"Avenida El Estero 309, San Pedro De La Paz, Chile, Huertos Familiares, San Pedro De La Paz, Biobío",190,4,2,726
San Pedro de la Paz,Casa,135371832,"Las Garzas, San Pedro De La Paz, Chile, Huertos Familiares, San Pedro De La Paz, Biobío",250,3,1,728
San Pedro de la Paz,Casa,265941935,"Villa San Pedro 1111, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",250,5,3,729
San Pedro de la Paz,Casa,35000000,"Los Cactus Norte 235, Portal San Pedro, San Pedro De La Paz, Biobío",8966,5,1,730
San Pedro de la Paz,Casa,60000000,"Pasaje Sn, Huertos Familiares, San Pedro De La Paz, Biobío",130,4,2,731
San Pedro de la Paz,Casa,235654104,"Camilo Mori 1456, 4130076 San Pedro De La Paz, Bío Bío, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",192,3,2,732
San Pedro de la Paz,Casa,156979615,"Los Robles 155, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",250,3,1,733
San Pedro de la Paz,Casa,72000000,"San Pedro De La Paz, Chile, Huertos Familiares, San Pedro De La Paz, Biobío",80,2,1,734
San Pedro de la Paz,Casa,134900000,"Avenida Vicente Huidobro 7000, San Pedro De La Paz, Chile, Portal San Pedro, San Pedro De La Paz, Biobío",165,3,3,735
San Pedro de la Paz,Casa,160000000,"Ramón Gil Sn, Huertos Familiares, San Pedro De La Paz, Biobío",339,3,1,736
San Pedro de la Paz,Casa,85000000,"Lota 835, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",80,4,2,737
San Pedro de la Paz,Casa,60945026,"San Pedro De La Paz, Chile, Huertos Familiares, San Pedro De La Paz, Biobío",85,2,1,738
San Pedro de la Paz,Casa,245626926,"Los Coigües 895, San Pedro De La Paz, Bío Bío, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",161,4,2,739
San Pedro de la Paz,Casa,160673253,"Camilo Henríquez 145, 4132247 Concepción, San Pedro De La Paz, Bío Bío, Chile, Huertos Familiares, San Pedro De La Paz, Biobío",100,3,2,740
San Pedro de la Paz,Casa,65000000,"Tucapel 359, Michaihue, San Pedro De La Paz, Biobío",56,3,1,741
San Pedro de la Paz,Casa,35000000,"Las Palomas 2173, Huertos Familiares, San Pedro De La Paz, Biobío",89,5,1,742
San Pedro de la Paz,Casa,60000000,"Pasaje Cuatro 264, La Boca, San Pedro De La Paz, Biobío",130,4,2,743
San Pedro de la Paz,Casa,200000000,"Villa San Pedro, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",300,3,2,744
San Pedro de la Paz,Casa,319315005,"San Pedro De La Paz, Huertos Familiares, San Pedro De La Paz, Biobío",264,4,4,745
San Pedro de la Paz,Casa,535577509,"San Pedro De La Paz, Andalué, San Pedro De La Paz, Biobío",267,3,3,746
San Pedro de la Paz,Casa,170000000,"Huertos Familiares, San Pedro De La Paz, Biobío",220,3,2,747
San Pedro de la Paz,Casa,144051882,"En Venta Casa San Pedro De La Paz, Portal San Pedro, San Pedro De La Paz, Biobío",162,3,3,748
San Pedro de la Paz,Casa,125583691,"Avenida 2 Sur Portal De San Pedro Sn, Portal San Pedro, San Pedro De La Paz, Biobío",220,3,2,749
San Pedro de la Paz,Departamento,173600986,"Andalué, San Pedro De La Paz, Biobío",68,2,2,760
San Pedro de la Paz,Departamento,144421245,"Andalué, San Pedro De La Paz, Biobío",72,2,2,761
San Pedro de la Paz,Departamento,369363800,"Andalué, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",149,4,3,762
San Pedro de la Paz,Departamento,221618279,"Camino El Venado, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",96,2,2,763
San Pedro de la Paz,Departamento,136664606,"Andalué, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",72,3,2,764
San Pedro de la Paz,Departamento,155132796,"San Pedro De La Paz, Biobío",70,3,2,765
San Pedro de la Paz,Departamento,130791721,"Huertos Familiares, San Pedro De La Paz, Huertos Familiares, San Pedro De La Paz, Biobío",83,2,2,766
San Pedro de la Paz,Departamento,94187769,"Huertos Familiares, San Pedro De La Paz, Huertos Familiares, San Pedro De La Paz, Biobío",55,2,2,767
San Pedro de la Paz,Departamento,84953674,"Huertos Familiares, San Pedro De La Paz, Huertos Familiares, San Pedro De La Paz, Biobío",53,2,2,768
San Pedro de la Paz,Departamento,121890053,"Huertos Familiares, San Pedro De La Paz, Huertos Familiares, San Pedro De La Paz, Biobío",81,2,2,769
San Pedro de la Paz,Departamento,57000000,"Avenida Costanera, Lomas Coloradas, San Pedro De La Paz, Michaihue, San Pedro De La Paz, Biobío",55,2,1,770
San Pedro de la Paz,Departamento,249320564,"Camino Del Sur 300 - 600, San Pedro De La Paz, Chile, San Pedro De La Paz, Biobío",85,2,2,771
San Pedro de la Paz,Departamento,62000000,"Avenida Costanera Interior 3750, Michaihue, San Pedro De La Paz, Biobío",58,2,1,772
San Pedro de la Paz,Departamento,258185296,"Andalué, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",140,4,2,773
San Pedro de la Paz,Departamento,229005555,"Avenida Nahuelbuta 1755, San Pedro De La Paz, Biobío",96,2,2,774
San Pedro de la Paz,Departamento,125000000,"Departamento En Venta De 2 Dorm. En San Pedro De La Paz, San Pedro De La Paz, Biobío",63,2,2,775
San Pedro de la Paz,Departamento,129277329,"Deparamento Avenida Las Margaritas, Huertos Familiares, San Pedro De La Paz, Biobío",86,3,2,777
San Pedro de la Paz,Departamento,145898701,"Av Costanera 7488, San Pedro De La Paz, Chile, Portal San Pedro, San Pedro De La Paz, Biobío",115,3,2,778
San Pedro de la Paz,Departamento,204996909,"Andalué, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",74,2,2,779
San Pedro de la Paz,Departamento,236392831,"Venta Departamento Andalue, San Pedro De La Paz, Biobío",109,4,3,780
San Pedro de la Paz,Departamento,180988262,"Andalué, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",74,1,1,781
San Pedro de la Paz,Departamento,226050645,"Pasaje Idahue, San Pedro De La Paz, Chile, San Pedro De La Paz, Biobío",118,3,2,782
San Pedro de la Paz,Departamento,251167383,"Pasaje Idahue, San Pedro De La Paz, Chile, San Pedro De La Paz, Biobío",114,2,2,783
San Pedro de la Paz,Departamento,158826434,"Av. Las Margaritas, San Pedro De La Paz, Chile, Huertos Familiares, San Pedro De La Paz, Biobío",97,3,2,784
San Pedro de la Paz,Departamento,417381094,"Camino El Venado 2400 - 2700, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",163,4,3,785
San Pedro de la Paz,Departamento,240086469,"Catirai, San Pedro De La Paz, Chile, San Pedro De La Paz, Biobío",101,3,2,786
San Pedro de la Paz,Departamento,273329212,"Andalué, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",93,2,2,787
San Pedro de la Paz,Departamento,199456452,"Avenida Andalue, Andalué, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",82,3,2,788
San Pedro de la Paz,Departamento,192069176,"Avenida Andalue, Andalué, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",70,2,2,789
San Pedro de la Paz,Departamento,121890053,"Villa San Pedro, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",57,2,2,790
San Pedro de la Paz,Departamento,210537365,"Huertos Familiares, Las Rozas, San Pedro De La Paz, Biobío",103,3,2,791
San Pedro de la Paz,Departamento,149000000,"Venta Depto. En San Pedro De La Paz. Parque Millaray, Huertos Familiares, San Pedro De La Paz, Biobío",78,3,2,792
San Pedro de la Paz,Departamento,265941935,"San Pedro De La Paz, Biobío",83,2,2,793
San Pedro de la Paz,Departamento,84953674,"Pasaje Cuatro 1500 - 1800, San Pedro De La Paz, Chile, Michaihue, San Pedro De La Paz, Biobío",55,2,2,794
San Pedro de la Paz,Departamento,118898207,"Departamento Remodelado Con Playa 2d 2b 1e, Portal San Pedro, San Pedro De La Paz, Biobío",106,2,2,795
San Pedro de la Paz,Departamento,122000000,"Colo Colo 17, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",53,2,2,796
San Pedro de la Paz,Departamento,119304507,"Colo Colo 17, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",53,2,2,798
San Pedro de la Paz,Departamento,317652868,"Av. Andalue 2310, Depto 12 A, San Pedro De La Paz, Bío Bío, Chile, Andalué, San Pedro De La Paz, Biobío",120,4,3,799
San Pedro de la Paz,Departamento,125583691,"Camino El Venado 1780, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",72,3,2,800
San Pedro de la Paz,Departamento,148000000,"Avenida Pedro Aguirre Cerda 1 - 300, San Pedro De La Paz, Chile, San Pedro De La Paz, Biobío",80,3,2,801
San Pedro de la Paz,Departamento,62791845,"San Pedro De La Paz, Chile, Huertos Familiares, San Pedro De La Paz, Biobío",55,2,1,802
San Pedro de la Paz,Departamento,184681900,"San Pedro De La Paz, Andalué, San Pedro De La Paz, Biobío",63,2,2,803
San Pedro de la Paz,Departamento,125000000,"Se Vende Depto Amplio Y Luminoso, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",95,3,1,804
San Pedro de la Paz,Departamento,54000000,"Departamento En Costanera San Pedro, Portal San Pedro, San Pedro De La Paz, Biobío",49,2,1,805
San Pedro de la Paz,Departamento,142800000,"Las Violetas, San Pedro De La Paz, Chile, Huertos Familiares, San Pedro De La Paz, Biobío",86,3,2,806
San Pedro de la Paz,Departamento,112840640,"Departamento 2d 2b 1e 1bo En Playa Spp, Portal San Pedro, San Pedro De La Paz, Biobío",106,2,2,807
San Pedro de la Paz,Departamento,187000000,"Andalué, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",85,3,2,808
San Pedro de la Paz,Departamento,151439158,"Andalué, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",74,3,2,809
San Pedro de la Paz,Departamento,96034588,"Avenida Las Rosas, Huertos Familiares, San Pedro De La Paz, Biobío",50,2,1,810
San Pedro de la Paz,Departamento,166213710,"Bayona, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",136,3,2,811
San Pedro de la Paz,Departamento,54000000,"Av Costanera S/n, SECTOR OLAS, San Pedro De La Paz, Biobío",54,2,1,812
San Pedro de la Paz,Departamento,92082395,"Pedro Aguirre Cerda 255, CONDOMINIO PARQUE MILLARAY, San Pedro De La Paz, Biobío",46,2,2,813
San Pedro de la Paz,Departamento,133000000,"Departamento 2d2b 1e Huertos Familiares, Huertos Familiares, San Pedro De La Paz, Biobío",63,2,2,814
San Pedro de la Paz,Departamento,185000000,"Andalué, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",78,2,2,815
San Pedro de la Paz,Departamento,140000000,"Avenida Bayona, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",65,2,2,816
San Pedro de la Paz,Departamento,424768369,"Quinel Sur 2400 - 2700, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",151,4,4,817
San Pedro de la Paz,Departamento,90494131,"Avenida Pedro Aguirre Cerda 255, San Pedro De La Paz, Chile, San Pedro De La Paz, Biobío",38,1,1,818
San Pedro de la Paz,Departamento,206105000,"Avenida Andalue, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",78,3,2,819
San Pedro de la Paz,Departamento,118196415,"Colo Colo 17, San Pedro De La Paz, Chile, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",48,2,2,820
San Pedro de la Paz,Departamento,65377392,"Avenida Portal De San Pedro, San Pedro De La Paz, Chile, Portal San Pedro, San Pedro De La Paz, Biobío",45,2,1,821
San Pedro de la Paz,Departamento,120000000,"Villa San Pedro, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",74,3,1,822
San Pedro de la Paz,Departamento,240086469,"Catirai, San Pedro De La Paz, Chile, San Pedro De La Paz, Biobío",74,3,2,823
San Pedro de la Paz,Departamento,141466335,"San Pedro Del Valle, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",73,2,2,824
San Pedro de la Paz,Departamento,184681900,"San Pedro De La Paz, San Pedro De La Paz, Biobío",79,2,2,825
San Pedro de la Paz,Departamento,219771460,"Portal San Pedro, San Pedro De La Paz, Biobío",140,4,3,826
San Pedro de la Paz,Departamento,201303271,"Avenida Las Rozas 1470 , Sector Huertos Familiares San Pedro De La Paz, Huertos Familiares, San Pedro De La Paz, Biobío",113,3,2,827
San Pedro de la Paz,Departamento,543001722,"Calle Atardecer, San Pedro De La Paz, Biobío",245,3,4,828
San Pedro de la Paz,Departamento,236392831,"Condominio Atalaya, San Pedro De La Paz, Biobío",106,3,3,829
San Pedro de la Paz,Departamento,398912904,"El Venado De Fraga, Andalué, San Pedro De La Paz, Biobío",150,4,3,830
San Pedro de la Paz,Departamento,209429274,"Huertos Familiares, San Pedro De La Paz, Huertos Familiares, San Pedro De La Paz, Biobío",120,3,2,831
San Pedro de la Paz,Departamento,173600986,"Av Costanera 7488, San Pedro De La Paz, Chile, Portal San Pedro, San Pedro De La Paz, Biobío",122,3,3,832
San Pedro de la Paz,Departamento,92340950,"Venta Huertos Familiares, Huertos Familiares, San Pedro De La Paz, Biobío",42,1,1,833
San Pedro de la Paz,Departamento,138511425,"San Pedro De La Paz, Biobío",65,2,2,834
San Pedro de la Paz,Departamento,240086469,"Maravilloso Departamento En Idahue, San Pedro De La Paz, Biobío",86,2,2,835
San Pedro de la Paz,Departamento,184681900,"Andalué 2d2b Full Amoblado, Andalué, San Pedro De La Paz, Biobío",62,2,2,836
San Pedro de la Paz,Departamento,180988262,"Cam. El Venado 1260, 4030000 San Pedro De La Paz, Bío Bío, Chile, Andalué, San Pedro De La Paz, Biobío",87,2,2,837
San Pedro de la Paz,Departamento,199456452,"San Pedro De La Paz, Andalué, San Pedro De La Paz, Biobío",87,3,2,838
San Pedro de la Paz,Departamento,155132796,"Avenida Costanera 7488, San Pedro De La Paz, Chile, Portal San Pedro, San Pedro De La Paz, Biobío",122,3,3,839
San Pedro de la Paz,Departamento,116500000,"Venta Padre Alfredo Ramelli, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",85,3,1,840
San Pedro de la Paz,Departamento,242117970,"San Pedro De La Paz, San Pedro De La Paz, Biobío",86,2,2,841
San Pedro de la Paz,Departamento,277022850,"Condominio Los Maitenes, Andalué, San Pedro De La Paz, Biobío",93,2,2,842
San Pedro de la Paz,Departamento,380444714,"San Pedro De La Paz, Andalué, San Pedro De La Paz, Biobío",152,4,3,843
San Pedro de la Paz,Departamento,169907348,"Sector Huertos Familiares, Huertos Familiares, San Pedro De La Paz, Biobío",80,3,2,844
San Pedro de la Paz,Departamento,144051882,"Condominio Terraza De Andalue, Andalué, San Pedro De La Paz, Biobío",79,3,2,845
San Pedro de la Paz,Departamento,572513890,"Idahue, San Pedro De La Paz, Biobío",252,3,4,846
San Pedro de la Paz,Departamento,251167383,"San Pedro De La Paz, Andalué, San Pedro De La Paz, Biobío",102,3,2,847
San Pedro de la Paz,Departamento,265941935,"San Pedro De La Paz, San Pedro De La Paz, Biobío",82,2,2,848
San Pedro de la Paz,Departamento,291797402,"Camino El Venado, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",87,2,2,849
San Pedro de la Paz,Departamento,151439158,"Altos De Idahue, San Pedro De La Paz, Biobío",71,1,1,850
San Pedro de la Paz,Departamento,180618898,"San Pedro De La Paz, Andalué, San Pedro De La Paz, Biobío",63,2,2,851
San Pedro de la Paz,Departamento,188375538,"Camino El Venado 1320, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",83,2,2,852
San Pedro de la Paz,Departamento,208321183,"Huertos Familiares, Huertos Familiares, San Pedro De La Paz, Biobío",122,3,2,853
San Pedro de la Paz,Departamento,229005555,"Avenida Nahuelbuta 1755, San Pedro De La Paz, Chile, Andalué, San Pedro De La Paz, Biobío",98,2,2,854
San Pedro de la Paz,Departamento,406300180,"San Pedro De La Paz, Andalué, San Pedro De La Paz, Biobío",151,4,3,855
San Pedro de la Paz,Departamento,155132796,"Avenida Costanera 7488, San Pedro De La Paz, Chile, Portal San Pedro, San Pedro De La Paz, Biobío",121,3,2,856
San Pedro de la Paz,Departamento,254861021,"Camino Del Sur 300 - 600, San Pedro De La Paz, Chile, San Pedro De La Paz, Biobío",90,2,2,857
San Pedro de la Paz,Departamento,169907348,"Biobío, Huertos Familiares, San Pedro De La Paz, Biobío",76,3,2,858
San Pedro de la Paz,Departamento,202780726,"San Pedro De La Paz, Chile, Huertos Familiares, San Pedro De La Paz, Biobío",105,3,2,859
San Pedro de la Paz,Departamento,498271766,"Pasaje Idahue, San Pedro De La Paz, Chile, San Pedro De La Paz, Biobío",260,3,4,860
San Pedro de la Paz,Departamento,58322544,"Costanera Interior /, Portal San Pedro, San Pedro De La Paz, Biobío",54,2,1,861
