Comuna,Propiedad,Precio,Direccion,Tamaño en m2,Dormitorios,Baños,ID
Concepción,Casa,476479301,"Diagonal Pedro Aguirre Cerda, Centro de Concepción, Concepción, Biobío",286,4,2,1806
Concepción,Casa,398912904,"Collao, Concepción, Chile, Collao, Concepción, Biobío",120,4,3,1807
Concepción,Casa,300000000,"Collao, Concepción, Biobío",600,6,3,1808
Concepción,Casa,886473119,"Concepción, Centro de Concepción, Concepción, Biobío",711,4,2,1809
Concepción,Casa,350895610,"San Martín 182, Concepción, Chile, Centro de Concepción, Concepción, Biobío",392,4,3,1810
Concepción,Casa,295491040,"Lientur 1264, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",450,8,2,1811
Concepción,Casa,313959230,"Leonor Mascayano 281, Concepción, Chile, Centro de Concepción, Concepción, Biobío",250,4,2,1812
Concepción,Casa,220000000,"Andalién, Concepción, Biobío",220,3,3,1813
Concepción,Casa,316692522,"Barrio Universitario, Concepción, Biobío",170,3,3,1814
Concepción,Casa,184312536,"Ventus 1200 - 1500, Concepción, Chile, Barrio Norte, Concepción, Biobío",150,4,2,1815
Concepción,Casa,406300180,"Lautaro 462, Concepción, Chile, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",259,3,2,1817
Concepción,Casa,349048791,"Centro de Concepción, Concepción, Biobío",252,4,3,1818
Concepción,Casa,295121676,"Sta. María 1 - 300, Concepción, Bío Bío, Chile, Lomas de San Sebastián, Concepción, Biobío",162,5,4,1819
Concepción,Casa,554045700,"Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",247,3,1,1820
Concepción,Casa,590000000,"Nonguén 256, 4051102 Concepción, Bío Bío, Chile, Concepción, Biobío",530,5,2,1821
Concepción,Casa,441389740,"Ongolmo 1 - 300, Concepción, Chile, Centro de Concepción, Concepción, Biobío",298,4,2,1822
Concepción,Casa,251167383,"Los Maitenes 550, Casa 13, Concepción, Chile, Concepción, Biobío",200,4,3,1823
Concepción,Casa,554045700,"C. 10 397, 4090285 Concepción, Bío Bío, Chile, Lomas de San Andrés, Concepción, Biobío",513,5,4,1824
Concepción,Casa,136664606,"Pio Baroja Sn, Lomas de San Andrés, Concepción, Biobío",128,4,2,1825
Concepción,Casa,300000000,"Martinez De Rosas - Juan Martínez De Rozas 238, 4030503 Concepción, Bío Bío, Chile, Barrio Poniente, Concepción, Biobío",300,5,3,1826
Concepción,Casa,110000000,"Pje. Tres 18, Concepción, Bío Bío, Chile, Concepción, Biobío",81,3,1,1827
Concepción,Casa,230000000,"Las Canchas 3336, Concepción, Chile, Pedro de Valdivia, Concepción, Biobío",500,12,8,1828
Concepción,Casa,320000000,"Brasil 944, Bajo Tucapel, Concepción, Biobío",200,7,4,1829
Concepción,Casa,58000000,"Liguria, Concepción, Chile, Lorenzo Arenas, Concepción, Biobío",100,3,2,1830
Concepción,Casa,100000000,"Los Cerezos 2641, Andalién, Concepción, Biobío",351,4,2,1831
Concepción,Casa,158826434,"José María Castro 300 - 600, Concepción, Chile, Collao, Concepción, Biobío",232,6,2,1832
Concepción,Casa,100000000,"Abdón Cifuentes, Concepción, Chile, Andalién, Concepción, Biobío",300,4,1,1833
Concepción,Casa,201303271,"Bonilla Norte Sn, Collao, Concepción, Biobío",95,3,3,1834
Concepción,Casa,125000000,"Callejon Puchacay 360, Collao, Concepción, Biobío",115,4,2,1835
Concepción,Casa,200896970,"Lomas De San Sebastián, Concepción, Chile, Lomas de San Sebastián, Concepción, Biobío",210,4,3,1836
Concepción,Casa,88647312,"Diego Portales 2633, Lt 2, Concepción, Chile, Andalién, Concepción, Biobío",96,2,1,1837
Concepción,Casa,250687211,"Casa Dos Pisos, Barrio Poniente, Concepción, Biobío",357,5,1,1839
Concepción,Casa,738727600,"Las Lomas San Andres, Lomas de San Sebastián, Concepción, Biobío",975,7,6,1840
Concepción,Casa,229005555,"Francisco De Asis 220, Concepción, Chile, Lomas de San Sebastián, Concepción, Biobío",140,4,3,1841
Concepción,Casa,148000000,"Valle Nonguen, Concepción, Biobío",286,5,2,1842
Concepción,Casa,106376774,"Cochrane 635, Of 1601 Torre A, Concepción, Chile, Centro de Concepción, Concepción, Biobío",56,3,2,1843
Concepción,Casa,200000000,"Rengo 1400, 4030180 Concepción, Bío Bío, Chile, Barrio Poniente, Concepción, Biobío",200,4,2,1844
Concepción,Casa,169000000,"Tucapel 900 - 1200, Concepción, Chile, Barrio Poniente, Concepción, Biobío",240,4,1,1845
Concepción,Departamento,78415934,"Maipú 1644, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",23,1,1,1855
Concepción,Departamento,149703148,"Freire 1165, Centro de Concepción, Concepción, Biobío",54,2,2,1857
Concepción,Departamento,101685854,"Av. Torreones Oeste, Andalién, Concepción, Biobío",62,3,2,1859
Concepción,Departamento,86800493,"Cochrane 635, Of 1601 Torre A, Concepción, Chile, Centro de Concepción, Concepción, Biobío",53,3,1,1860
Concepción,Departamento,121520690,"Av. Pedro De Valdivia 1248, Pedro de Valdivia, Concepción, Biobío",44,2,2,1875
Concepción,Departamento,325040144,"Departamento, Pedro de Valdivia, Concepción, Biobío",142,4,3,1877
Concepción,Departamento,103421864,"Freire 1062, Concepción, Chile, Centro de Concepción, Concepción, Biobío",58,1,2,1878
Concepción,Departamento,118196415,"Anibal Pinto 503, Concepción, Chile, Centro de Concepción, Concepción, Biobío",62,3,2,1879
Concepción,Departamento,121890053,"Concepción, Biobío",70,2,2,1880
Concepción,Departamento,229005555,"Angol 144, Centro de Concepción, Concepción, Biobío",88,2,2,1881
Concepción,Departamento,121890053,"Ac_lomas De San Andrés, Lomas de San Andrés, Concepción, Biobío",65,1,1,1882
Concepción,Departamento,123736872,"Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",53,2,2,1884
Concepción,Departamento,147745520,"Cosme Churruca, Concepción, Chile, Lomas de San Andrés, Concepción, Biobío",59,2,2,1885
Concepción,Departamento,402606542,"Hernando De Santillán, Concepción, Chile, Lomas de San Andrés, Concepción, Biobío",145,3,3,1886
Concepción,Departamento,155132796,"Orompello 1470, Concepción, Chile, Barrio Poniente, Concepción, Biobío",60,2,2,1887
Concepción,Departamento,103421864,"Ohiggins, Concepcion, Centro de Concepción, Concepción, Biobío",59,2,2,1888
Concepción,Departamento,83106855,"Colo Colo 933, Concepción, Chile, Barrio Poniente, Concepción, Biobío",51,2,2,1889
Concepción,Departamento,321346506,"Quinta Junge, Concepción, Bío Bío, Chile, Pedro de Valdivia, Concepción, Biobío",98,2,2,1890
Concepción,Departamento,291797402,"Pedro Villa, Concepción, Centro de Concepción, Concepción, Biobío",134,3,3,1891
Concepción,Departamento,277022850,"Anibal Pinto 1 - 300, Concepción, Chile, Centro de Concepción, Concepción, Biobío",139,4,4,1892
Concepción,Departamento,210537365,"Pedro De Valdivia, Concepción, Pedro de Valdivia, Concepción, Biobío",145,4,3,1893
Concepción,Departamento,125583691,"Av. Pdte. Jorge Alessandri Rodriguez 300 - 600, Concepción, Bío Bío, Chile, Lomas de San Andrés, Concepción, Biobío",57,2,2,1894
Concepción,Departamento,243780107,"Av. Alemana 28, Concepción, Chile, Pedro de Valdivia, Concepción, Biobío",99,3,2,1895
Concepción,Departamento,120000000,"Francisco De Asis 220, Concepción, Chile, Lomas de San Sebastián, Concepción, Biobío",65,3,2,1896
Concepción,Departamento,75000000,"Avenida 21 De Mayo, Concepción, Chile, Lorenzo Arenas, Concepción, Biobío",33,1,1,1897
Concepción,Departamento,94187769,"Anibal Pinto 1126, Concepción, Chile, Barrio Poniente, Concepción, Biobío",65,3,2,1898
Concepción,Departamento,150000000,"Víctor Lamas 253, Concepción, Chile, Centro de Concepción, Concepción, Biobío",88,2,2,1899
Concepción,Departamento,144051882,"Anibal Pinto 2284, Concepción, Biobío",76,3,2,1900
Concepción,Departamento,101575045,"San Martín Poniente, Concepción, Chile, Centro de Concepción, Concepción, Biobío",66,2,2,1901
Concepción,Departamento,93000000,"Venta 1 Dormitorio 2 Estacionamiento, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",35,1,1,1902
Concepción,Departamento,95000000,"Calle Heras Con Atahualpa, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",64,3,2,1903
Concepción,Departamento,84000000,"Av. Bellavista 260, Concepción, Chile, Andalién, Concepción, Biobío",54,3,1,1904
Concepción,Departamento,90000000,"Departamento Duplex En Venta De 3 Dorm. En Concepción, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",60,3,1,1905
Concepción,Departamento,98000000,"Anibal Pinto Con Cochrane, Centro de Concepción, Concepción, Biobío",74,2,2,1906
Concepción,Departamento,140000000,"Lomas De San Sebastián, Concepción, Chile, Lomas de San Sebastián, Concepción, Biobío",72,3,2,1907
Concepción,Departamento,129166520,"Galvarino, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",68,3,2,1908
Concepción,Departamento,285000000,"Lincoyán 594, Concepción, Chile, Centro de Concepción, Concepción, Biobío",184,3,2,1909
Concepción,Departamento,60945026,"Los Copihues 3231, Los Conquistadores, Concepción, Andalién, Concepción, Biobío",48,3,1,1910
Concepción,Departamento,122500000,"Se Vende Precioso Departamento Tradicional, Barrio Norte, Concepción, Biobío",90,3,2,1911
Concepción,Departamento,122500000,"Se Vende Precioso Departamento Tradicional, Barrio Norte, Concepción, Biobío",90,3,2,1912
Concepción,Departamento,83000000,"Concepcion 2 - Vicuña Mackenna / Rengo, Barrio Poniente, Concepción, Biobío",50,2,1,1913
Concepción,Departamento,67000000,"Anibal Pinto 1874, Concepción, Chile, Concepción, Biobío",47,3,1,1914
Concepción,Departamento,59000000,"Pasaje 1 Con Las Violetas, Andalién, Concepción, Biobío",48,2,1,1915
Concepción,Departamento,81000000,"Manuel Rodríguez Con Paicaví, Barrio Poniente, Concepción, Biobío",45,1,1,1916
Concepción,Departamento,120000000,"Avenida Chacabuco 333, Concepción, Concepción, Concepcion, Biobío, Chile, Centro de Concepción, Concepción, Biobío",49,2,2,1917
Concepción,Departamento,123000000,"Lomas De San Sebastián, Concepción, Chile, Lomas de San Sebastián, Concepción, Biobío",70,3,2,1918
Concepción,Departamento,86800493,"Anibal Pinto 1435 Depto 704, Barrio Poniente, Concepción, Biobío",40,1,1,1919
Concepción,Departamento,151439158,"A Un Costado De Universidad De Concepción, Centro de Concepción, Concepción, Biobío",81,2,2,1920
Concepción,Departamento,130000000,"Avenida Chacabuco 333, Concepción, Chile, Centro de Concepción, Concepción, Biobío",56,2,2,1921
Concepción,Departamento,112655958,"Angol 47, Concepción, Chile, Centro de Concepción, Concepción, Biobío",50,2,2,1922
Concepción,Departamento,92000000,"Avenida Vicuña Mackenna, Concepción, Chile, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",47,2,1,1924
Concepción,Departamento,140358244,"Acceso Lomas De San Andrés, Concepción, Talcahuano, Chile, Lomas de San Andrés, Concepción, Biobío",56,2,2,1925
Concepción,Departamento,90494131,"Barrio Poniente, Concepción, Biobío",43,2,1,1926
Concepción,Departamento,214231003,"Victor Lamas, Departamento, Cercano A La Udec, Centro de Concepción, Concepción, Biobío",102,3,2,1927
Concepción,Departamento,195762814,"Bombero Fuentes 27, Concepción, Chile, Centro de Concepción, Concepción, Biobío",75,2,2,1928
Concepción,Departamento,49000000,"Cataluña, Concepción, Biobío",29,1,1,1929
Concepción,Departamento,127282765,"Dpto 2d 2b Calle San Martín, Centro de Concepción, Concepción, Biobío",63,2,2,1930
Concepción,Departamento,115000000,"Se Vende Departamento, Bajo Tucapel, Concepción, Biobío",68,2,2,1931
Concepción,Departamento,92700000,"Departamento 3d2b. Remodelar Centro Conce, Centro de Concepción, Concepción, Biobío",66,3,2,1932
Concepción,Departamento,92340950,"Bombero Fuentes, Concepción, Chile, Centro de Concepción, Concepción, Biobío",44,1,1,1933
Concepción,Departamento,321346506,"Quinta Junge, Concepción, Chile, Pedro de Valdivia, Concepción, Biobío",100,2,2,1934
Concepción,Departamento,130000000,"San Martín 515, Centro de Concepción, Concepción, Biobío",68,3,2,1935
Concepción,Departamento,65000000,"Se Vende Departamento A Pasos Del Centro De Concepción, Centro de Concepción, Concepción, Biobío",35,1,1,1936
Concepción,Departamento,99358862,"Venta Departamento + Estacionamiento, Concepción, Biobío",48,2,2,1937
Concepción,Departamento,220000000,"Max Jara 2436, 4090543 Concepción, Bío Bío, Chile, Lomas de San Andrés, Concepción, Biobío",80,3,2,1938
Concepción,Departamento,110735267,"Departamento Altos Del Valle, Concepción, Concepción, Biobío",40,1,1,1939
Concepción,Departamento,83106855,"Camilo Henríquez, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",29,1,1,1940
Concepción,Departamento,127799874,"Dpto 2d 2b Calle Angol A Pasos Parque Ecuador, Concepción, Biobío",54,2,2,1941
Concepción,Departamento,217924641,"Avenida Pedro De Valdivia, Concepción, Chile, Pedro de Valdivia, Concepción, Biobío",104,3,2,1942
Concepción,Departamento,78000000,"Las Heras 2241, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",55,2,1,1943
Concepción,Departamento,83106855,"Colo Colo 252, Concepción, Chile, Centro de Concepción, Concepción, Biobío",39,1,1,1944
Concepción,Departamento,101575045,"Lomas de San Sebastián, Concepción, Biobío",51,1,1,1945
Concepción,Departamento,145000000,"Avenida 21 De Mayo, Concepción, Chile, Lorenzo Arenas, Concepción, Biobío",88,2,1,1946
Concepción,Departamento,104529955,"San Martín 1277, Concepción, Chile, Centro de Concepción, Concepción, Biobío",39,1,1,1947
Concepción,Departamento,144051882,"Maipu 1663, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",60,2,2,1948
Concepción,Departamento,80000000,"Collao, Concepcion, Collao, Concepción, Biobío",52,3,1,1949
Concepción,Departamento,128000000,"Se Vende Departamento, Barrio Poniente, Concepción, Biobío",63,2,2,1950
Concepción,Departamento,230852374,"Libertador Gral. Bernardo O'higgins 1500 - 1800, Concepción, Bío Bío, Chile, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",124,4,3,1951
Concepción,Departamento,125583691,"Canto Del Valle 1922, Lomas de San Sebastián, Concepción, Biobío",72,3,2,1952
Concepción,Departamento,149592339,"Bandera, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",65,2,2,1953
Concepción,Departamento,92000000,"General Novoa Sn, Collao, Concepción, Biobío",57,2,2,1954
Concepción,Departamento,70000000,"Juan Martínez De Rozas 525, Concepción, Chile, Barrio Poniente, Concepción, Biobío",55,1,1,1955
Concepción,Departamento,155132796,"Avenida San Andrés 247, Concepción, Chile, Lomas de San Andrés, Concepción, Biobío",108,2,1,1956
Concepción,Departamento,121890053,"Av. 21 De Mayo, Concepción, Chile, Lorenzo Arenas, Concepción, Biobío",80,3,1,1957
Concepción,Departamento,135261023,"Frente Hotel Diego De Almagro, Centro de Concepción, Concepción, Biobío",60,1,1,1958
Concepción,Departamento,98250770,"Freire Entre Lautaro &amp; Janequeo, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",44,1,1,1959
Concepción,Departamento,121890053,"Acceso Lomas De San Andrés, Concepción, Talcahuano, Chile, Lomas de San Andrés, Concepción, Biobío",56,2,2,1960
Concepción,Departamento,145898701,"Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",69,2,2,1962
Concepción,Departamento,139000000,"Centrico Departamento 2d2b Udec, Centro de Concepción, Concepción, Biobío",57,2,2,1963
Concepción,Departamento,147745520,"Las Heras 1500 - 1800, Concepción, Chile, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",60,2,2,1965
Concepción,Departamento,96034588,"Tucapel 600 - 900, Concepción, Chile, Centro de Concepción, Concepción, Biobío",37,1,1,1966
Concepción,Departamento,110439776,"Colo Colo 1390, Concepción, Chile, Barrio Poniente, Concepción, Biobío",48,2,2,1967
Concepción,Departamento,110000000,"Almirante Rivero Sn, Lorenzo Arenas, Concepción, Biobío",66,3,1,1968
Concepción,Departamento,78000000,"Lomas De San Sebastián, Lomas de San Sebastián, Concepción, Biobío",50,1,1,1969
Concepción,Departamento,70179122,"Vicuña Mackenna 2000, Concepción, Bío Bío, Chile, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",55,3,1,1970
Concepción,Departamento,120000000,"Juan Martínez De Rozas 475, Concepción, Chile, Barrio Poniente, Concepción, Biobío",75,3,2,1971
Concepción,Departamento,116349596,"Avenida Torreones Este, Concepción, Chile, Andalién, Concepción, Biobío",66,3,2,1972
Concepción,Departamento,110070412,"Concepción, Lomas de San Andrés, Concepción, Biobío",33,1,1,1973
Concepción,Departamento,395000000,"Depto 4d4b2e Lujoso Penthouse Concepcion, Lomas de San Andrés, Concepción, Biobío",180,4,4,1974
Concepción,Departamento,77566398,"Oportunidad De Inversión, Vendo Depto Cerca De Uss, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",40,2,1,1975
Concepción,Departamento,91000000,"Joaquín Prieto 775, Concepción, Chile, Barrio Poniente, Concepción, Biobío",77,3,2,1976
Concepción,Departamento,136664606,"Anibal Pinto 1430, Concepción, Chile, Barrio Poniente, Concepción, Biobío",59,2,2,1977
Concepción,Departamento,154394068,"Avenida Manuel Rodríguez 675, Concepción, Chile, Barrio Poniente, Concepción, Biobío",57,2,2,1978
Concepción,Departamento,105268682,"Orompello 1470, Concepción, Chile, Barrio Poniente, Concepción, Biobío",53,2,2,1979
Concepción,Departamento,90000000,"Departamento A Una Cuadra De Paicavi, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",48,2,2,1980
Concepción,Departamento,85000000,"O'higgins 1142, Concepción, Chile, Centro de Concepción, Concepción, Biobío",42,1,1,1981
Concepción,Departamento,147376156,"Salas 81, Concepción, Concepcion, Chile, Centro de Concepción, Concepción, Biobío",60,2,2,1982
Concepción,Departamento,86500000,"Desiderio Sanhueza 1 - 300, Concepción, Chile, Concepción, Biobío",47,2,2,1983
Concepción,Departamento,225311917,"San Martín Poniente 1006, Concepción, Chile, Centro de Concepción, Concepción, Biobío",115,4,3,1984
Concepción,Departamento,120043234,"Collao 951, Concepción, Chile, Collao, Concepción, Biobío",70,3,2,1985
Concepción,Departamento,132970967,"Maipú, Concepción, Chile, Centro de Concepción, Concepción, Biobío",70,2,2,1986
Concepción,Departamento,110070412,"Avenida Manuel Rodríguez 900, Concepción, Chile, Barrio Poniente, Concepción, Biobío",53,2,2,1987
Concepción,Departamento,115426187,"Juan Martínez De Rozas 300, Concepción, Chile, Barrio Poniente, Concepción, Biobío",62,2,2,1988
Concepción,Departamento,96000000,"Desiderio Sanhueza 1 - 300, Concepción, Chile, Concepción, Biobío",53,3,1,1989
Concepción,Departamento,151439158,"O'higgins 1219, Concepción, Chile, Centro de Concepción, Concepción, Biobío",89,3,2,1990
Concepción,Departamento,80890672,"Av. Pedro De Valdivia 159, Concepción, Chile, Pedro de Valdivia, Concepción, Biobío",36,1,1,1991
Concepción,Departamento,68000000,"Maipu Poniente, Concepción, Chile, Centro de Concepción, Concepción, Biobío",32,1,1,1992
Concepción,Departamento,101000000,"Departamento Excelente Vista, Centro de Concepción, Concepción, Biobío",40,1,1,1993
Concepción,Departamento,68332303,"Maipú 28, Concepción, Concepcion, Chile, Centro de Concepción, Concepción, Biobío",30,1,1,1994
Concepción,Departamento,92000000,"Condominio Piedra Real Ii, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",52,2,1,1995
Concepción,Departamento,125000000,"Av. Siete Lagunas 1075, Concepción, Chile, Lomas de San Sebastián, Concepción, Biobío",66,2,2,1996
Concepción,Departamento,102941691,"Colo Colo 937, Concepción, Chile, Barrio Poniente, Concepción, Biobío",62,2,2,1997
Concepción,Departamento,82000000,"Maipu Poniente, Concepción, Chile, Centro de Concepción, Concepción, Biobío",31,1,1,1998
Concepción,Departamento,120043234,"Hermoso Departamento Nuevo, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",114,1,1,1999
Concepción,Departamento,103052500,"San Martín Poniente 1277, Concepción, Chile, Centro de Concepción, Concepción, Biobío",42,1,1,2000
Concepción,Departamento,83106855,"Miraflores 820, Concepción, Chile, Lorenzo Arenas, Concepción, Biobío",50,2,1,2001
Concepción,Departamento,95000000,"Joaquín Prieto 775, Concepción, Chile, Barrio Poniente, Concepción, Biobío",77,3,2,2002
Concepción,Departamento,90494131,"Las Heras 1025, Concepción, Chile, Barrio Poniente, Concepción, Biobío",38,1,1,2003
Concepción,Departamento,125583691,"Cochrane 900 - 1200, Concepción, Chile, Centro de Concepción, Concepción, Biobío",58,2,2,2004
Concepción,Departamento,122000000,"Lientur 732, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",56,1,1,2005
Concepción,Departamento,83000000,"Camilo Henríquez 2222, Concepción, Chile, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",45,2,2,2006
Concepción,Departamento,104529955,"San Martín 1277, Concepción, Chile, Centro de Concepción, Concepción, Biobío",39,1,1,2007
Concepción,Departamento,92340950,"Serrano 1 - 300, Concepción, Chile, Centro de Concepción, Concepción, Biobío",48,2,1,2008
Concepción,Departamento,100000000,"General Cruz 134, Concepción, Chile, Barrio Poniente, Concepción, Biobío",70,3,1,2009
Concepción,Departamento,107115501,"Víctor Lamas, Concepción, Chile, Centro de Concepción, Concepción, Biobío",35,1,1,2010
Concepción,Departamento,175447805,"Salas 1 - 300, Concepción, Chile, Centro de Concepción, Concepción, Biobío",74,3,2,2011
Concepción,Departamento,210000000,"Obispo Hipólito Salas 195, Concepción, Bío Bío, Chile, Centro de Concepción, Concepción, Biobío",190,5,3,2012
Concepción,Departamento,155132796,"Avenida Pedro De Valdivia 1248, Pedro de Valdivia, Concepción, Biobío",49,2,2,2013
Concepción,Departamento,94000000,"Joaquín Prieto 600 - 900, Concepción, Chile, Barrio Poniente, Concepción, Biobío",54,2,2,2014
Concepción,Departamento,220510188,"Cochrane, Concepción, Chile, Centro de Concepción, Concepción, Biobío",80,3,2,2016
Concepción,Departamento,85692401,"Arturo Prat 1245, 4080536 Concepción, Bío Bío, Chile, Concepción, Biobío",36,1,1,2017
Concepción,Departamento,121890053,"Maipú, Concepción, Chile, Centro de Concepción, Concepción, Biobío",58,2,2,2018
Concepción,Departamento,70000000,"Lientur 1320, 4081325 Concepción, Bío Bío, Chile, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",30,1,1,2019
Concepción,Departamento,144051882,"Avenida Pedro De Valdivia 900 - 1200, Concepción, Chile, Pedro de Valdivia, Concepción, Biobío",68,2,2,2020
Concepción,Departamento,107115501,"Arturo Prat, Concepción, Chile, Barrio Poniente, Concepción, Biobío",46,2,2,2021
Concepción,Departamento,73990000,"Caletera José Miguel García 2704, 4080655 Concepción, Bío Bío, Chile, Concepción, Biobío",70,3,1,2024
Concepción,Departamento,75000000,"Arrau Méndez 396, Concepción, Chile, Pedro de Valdivia, Concepción, Biobío",67,3,1,2025
Concepción,Departamento,65931438,"Chacabuco 200, Centro de Concepción, Concepción, Biobío",25,1,1,2026
Concepción,Departamento,200000000,"Paicaví 367, Concepción, Chile, Centro de Concepción, Concepción, Biobío",100,2,3,2027
Concepción,Departamento,79413217,"Martínez De Rozas, Barrio Poniente, Concepción, Biobío",43,2,1,2028
Concepción,Departamento,63345891,"Miraflores 600 - 900, Concepción, Chile, Lorenzo Arenas, Concepción, Biobío",30,2,1,2029
Concepción,Departamento,203150090,"Chacabuco, Concepción, Chile, Collao, Concepción, Biobío",139,3,3,2030
Concepción,Departamento,236392831,"Concepción, Lomas de San Andrés, Concepción, Biobío",124,3,3,2031
Concepción,Departamento,118676588,"Concepción, Centro de Concepción, Concepción, Biobío",53,2,1,2032
Concepción,Departamento,160710189,"San Martín 685, Concepción, Chile, Centro de Concepción, Concepción, Biobío",88,3,2,2033
Concepción,Departamento,121890053,"Centro De Concepción, Barrio Poniente, Concepción, Biobío",64,2,2,2034
Concepción,Departamento,150700430,"Francisco De Asís 198, Lomas de San Sebastián, Concepción, Biobío",69,3,2,2035
Concepción,Departamento,112175786,"Concepción, Centro de Concepción, Concepción, Biobío",58,2,1,2036
Concepción,Departamento,158826434,"Concepción, Centro de Concepción, Concepción, Biobío",52,2,2,2037
Concepción,Departamento,99728226,"Avenida Pedro De Valdivia, Concepción, Chile, Pedro de Valdivia, Concepción, Biobío",35,1,1,2038
Concepción,Departamento,125583691,"Canto Del Valle 1800 - 2100, Concepción, Chile, Lomas de San Sebastián, Concepción, Biobío",73,3,2,2039
Concepción,Departamento,99000000,"Hermoso Departamento En Concepción Centro, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",72,3,1,2040
Concepción,Departamento,975120431,"Pedro De Valdivia, Quinta Junge, Concepción, Pedro de Valdivia, Concepción, Biobío",463,4,6,2043
Concepción,Departamento,165770473,"Avenida Padre Alberto Hurtado 300 - 600, Concepción, Chile, Centro de Concepción, Concepción, Biobío",110,3,2,2044
Concepción,Departamento,151439158,"Barros Arana, 1584, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",106,3,2,2045
Concepción,Departamento,125000000,"Edificio Tribunales Concepción, Centro de Concepción, Concepción, Biobío",82,3,2,2046
Concepción,Departamento,179141443,"Lincoyán 613, Concepción, Chile, Centro de Concepción, Concepción, Biobío",101,3,2,2047
Concepción,Departamento,975120431,"Concepción, Pedro de Valdivia, Concepción, Biobío",463,4,5,2048
Concepción,Departamento,222837180,"Pedro De Valdivia, Concepción, Pedro de Valdivia, Concepción, Biobío",148,4,3,2049
Concepción,Departamento,65000000,"Mackena, 83, Andalién, Concepción, Biobío",56,3,1,2050
Concepción,Departamento,192069176,"Roosevelt, 1703, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",92,2,2,2051
Concepción,Departamento,129240393,"Avenida Manuel Rodríguez 140, Concepción, Chile, Barrio Poniente, Concepción, Biobío",60,3,2,2052
Concepción,Departamento,103421864,"Bandera, 1400, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío",56,1,1,2053
Concepción,Departamento,83106855,"Las Heras 1025, Concepción, Chile, Barrio Poniente, Concepción, Biobío",38,1,1,2054
Concepción,Departamento,123000000,"Departamento En Lomas De San Sebastian, Lomas de San Sebastián, Concepción, Biobío",74,3,2,2055
Concepción,Departamento,394849902,"Frente A Mall Del Trébol, Lomas de San Andrés, Concepción, Biobío",180,4,4,2056
Concepción,Departamento,250000000,"Roosevelt, 1703, Concepción, Biobío",137,4,3,2057
Concepción,Departamento,169907348,"Colo Colo, 252, Centro de Concepción, Concepción, Biobío",85,3,2,2058
Concepción,Departamento,144051882,"Freire, Concepción Centro, Centro de Concepción, Concepción, Biobío",72,3,2,2059
Concepción,Departamento,125583691,"Se Vende Amplio Departamento En Concepción, Lomas de San Sebastián, Concepción, Biobío",7293,3,2,2060
Concepción,Departamento,115426187,"Juan Martínez De Rozas 475, Concepción, Chile, Barrio Poniente, Concepción, Biobío",62,2,2,2062
Concepción,Departamento,224573190,"Centro de Concepción, Concepción, Biobío",131,4,3,2063
Concepción,Departamento,108962320,"Maipu Pte. 28, Concepción, Bío Bío, Chile, Centro de Concepción, Concepción, Biobío",66,2,2,2064
Concepción,Departamento,94187769,"Castellón 1333, Concepción, Chile, Barrio Poniente, Concepción, Biobío",71,3,2,2065
Concepción,Departamento,130607039,"Avenida Padre Alberto Hurtado 360, Concepción, Chile, Centro de Concepción, Concepción, Biobío",79,2,2,2066
Concepción,Departamento,206843728,"Camino Del Amanecer - Descanso Del Sol, Lomas de San Sebastián, Concepción, Biobío",98,2,2,2067
Concepción,Departamento,118196415,"Callejon Puchacay Edificio La Portada De Collao, Collao, Concepción, Biobío",50,2,1,2068
Concepción,Departamento,88499566,"Campos Bellavista, 440, Andalién, Concepción, Biobío",61,3,2,2069
Concepción,Departamento,158826434,"Concepción, Barrio Poniente, Concepción, Biobío",66,2,2,2070
